epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
12,9449,,0.4375,,1.1628267765045166,,
12,9499,,0.5,,1.0900177955627441,,
12,9549,,0.59375,,0.9734124541282654,,
12,9599,,0.59375,,0.9489264488220215,,
12,9606,,,,,0.500084638595581,1.0641206502914429
12,9606,0.4923422038555145,,1.0726722478866577,,,
13,9649,,0.3125,,1.159848928451538,,
13,9699,,0.4375,,1.024020791053772,,
13,9749,,0.4375,,1.1903802156448364,,
13,9799,,0.46875,,1.0296170711517334,,
13,9849,,0.4375,,1.1633577346801758,,
13,9899,,0.5,,1.1290582418441772,,
13,9949,,0.65625,,0.9558939933776855,,
13,9999,,0.5,,1.0024958848953247,,
13,10049,,0.5,,1.0201225280761719,,
13,10099,,0.5625,,0.902164876461029,,
13,10149,,0.375,,1.1237046718597412,,
13,10199,,0.40625,,1.045400619506836,,
13,10249,,0.3125,,1.3092453479766846,,
13,10299,,0.375,,1.121820330619812,,
13,10345,,,,,0.4983922839164734,1.0614804029464722
13,10345,0.49026909470558167,,1.0712894201278687,,,
14,10349,,0.53125,,1.1271474361419678,,
14,10399,,0.40625,,1.1157135963439941,,
14,10449,,0.625,,1.0521676540374756,,
14,10499,,0.4375,,1.2279820442199707,,
14,10549,,0.53125,,1.077373743057251,,
14,10599,,0.46875,,1.0469744205474854,,
14,10649,,0.40625,,1.1983898878097534,,
14,10699,,0.5,,1.0313282012939453,,
14,10749,,0.625,,0.9388306140899658,,
14,10799,,0.46875,,0.9886968731880188,,
14,10849,,0.53125,,1.1845250129699707,,
14,10899,,0.40625,,1.1683390140533447,,
14,10949,,0.5625,,0.9831678867340088,,
14,10999,,0.34375,,1.2083866596221924,,
14,11049,,0.53125,,1.0662709474563599,,
14,11084,,,,,0.49991539120674133,1.0661089420318604
14,11084,0.49394991993904114,,1.0692739486694336,,,
15,11099,,0.46875,,1.1638836860656738,,
15,11149,,0.5625,,1.0921622514724731,,
15,11199,,0.53125,,1.1020402908325195,,
15,11249,,0.6875,,0.8547775149345398,,
15,11299,,0.5,,1.06928551197052,,
15,11349,,0.375,,1.1999258995056152,,
15,11399,,0.4375,,1.0670514106750488,,
15,11449,,0.5,,1.1866856813430786,,
15,11499,,0.375,,1.3200923204421997,,
15,11549,,0.59375,,1.0121792554855347,,
15,11599,,0.46875,,1.0647809505462646,,
15,11649,,0.40625,,0.9634590148925781,,
15,11699,,0.46875,,1.2430140972137451,,
15,11749,,0.53125,,0.9856234788894653,,
15,11799,,0.5625,,1.0089263916015625,,
15,11823,,,,,0.49805381894111633,1.0617523193359375
15,11823,0.49610763788223267,,1.0651177167892456,,,
16,11849,,0.46875,,1.0755102634429932,,
16,11899,,0.53125,,1.0316014289855957,,
16,11949,,0.5625,,1.155680775642395,,
16,11999,,0.53125,,1.0471625328063965,,
16,12049,,0.53125,,1.0504932403564453,,
16,12099,,0.75,,0.8252212405204773,,
16,12149,,0.46875,,1.1020007133483887,,
16,12199,,0.625,,1.0482702255249023,,
16,12249,,0.4375,,1.1575464010238647,,
16,12299,,0.5625,,0.9002943634986877,,
16,12349,,0.625,,0.9731554985046387,,
16,12399,,0.46875,,1.160205602645874,,
16,12449,,0.65625,,0.9283609390258789,,
16,12499,,0.46875,,0.9931452870368958,,
16,12549,,0.53125,,0.9645453095436096,,
16,12562,,,,,0.49822303652763367,1.0619502067565918
16,12562,0.5005922913551331,,1.063836693763733,,,
17,12599,,0.40625,,1.3638808727264404,,
17,12649,,0.59375,,0.9821619391441345,,
17,12699,,0.375,,1.3547450304031372,,
17,12749,,0.59375,,0.9986763596534729,,
17,12799,,0.59375,,0.9800720810890198,,
17,12849,,0.59375,,0.9128506183624268,,
17,12899,,0.46875,,1.1332083940505981,,
17,12949,,0.59375,,1.085606336593628,,
17,12999,,0.40625,,1.12013578414917,,
17,13049,,0.375,,1.2932502031326294,,
17,13099,,0.46875,,0.9760744571685791,,
17,13149,,0.53125,,1.1411340236663818,,
17,13199,,0.53125,,1.0392229557037354,,
17,13249,,0.3125,,1.2605878114700317,,
17,13299,,0.4375,,1.063785195350647,,
17,13301,,,,,0.4992384612560272,1.0634328126907349
17,13301,0.49686917662620544,,1.0637716054916382,,,
18,13349,,0.5,,1.07826566696167,,
18,13399,,0.46875,,0.9882553815841675,,
18,13449,,0.40625,,1.1618373394012451,,
18,13499,,0.625,,1.0663073062896729,,
18,13549,,0.59375,,1.0477133989334106,,
18,13599,,0.53125,,0.9798086881637573,,
18,13649,,0.375,,1.026241421699524,,
18,13699,,0.65625,,0.9562587141990662,,
18,13749,,0.5625,,1.0320793390274048,,
18,13799,,0.59375,,1.015071988105774,,
18,13849,,0.5,,1.0739341974258423,,
18,13899,,0.53125,,1.006952166557312,,
18,13949,,0.5625,,1.0086907148361206,,
18,13999,,0.5,,1.117762804031372,,
18,14040,,,,,0.5041462182998657,1.0591886043548584
18,14040,0.5000423192977905,,1.0629026889801025,,,
19,14049,,0.5,,0.9784571528434753,,
19,14099,,0.46875,,1.2249172925949097,,
19,14149,,0.40625,,1.2063766717910767,,
19,14199,,0.5,,0.9973592162132263,,
19,14249,,0.4375,,1.4309759140014648,,
19,14299,,0.53125,,0.9949315190315247,,
19,14349,,0.40625,,1.1930049657821655,,
19,14399,,0.6875,,0.976284921169281,,
19,14449,,0.5625,,1.0961402654647827,,
19,14499,,0.46875,,1.0321857929229736,,
19,14549,,0.4375,,1.0788620710372925,,
19,14599,,0.46875,,1.0089616775512695,,
19,14649,,0.5,,0.9917173385620117,,
19,14699,,0.5,,1.1004520654678345,,
19,14749,,0.4375,,1.151281476020813,,
19,14779,,,,,0.5061770081520081,1.0580360889434814
19,14779,0.5023269653320312,,1.059720516204834,,,
20,14799,,0.59375,,1.1614763736724854,,
20,14849,,0.53125,,1.0575344562530518,,
20,14899,,0.59375,,0.9723203182220459,,
20,14949,,0.59375,,1.0285941362380981,,
20,14999,,0.5,,1.229254961013794,,
20,15049,,0.40625,,1.0832966566085815,,
20,15099,,0.46875,,1.0752291679382324,,
20,15149,,0.46875,,1.0732897520065308,,
20,15199,,0.53125,,1.0767662525177002,,
20,15249,,0.59375,,0.9387580752372742,,
20,15299,,0.65625,,0.9043061137199402,,
20,15349,,0.40625,,1.1121667623519897,,
20,15399,,0.5625,,1.1756882667541504,,
20,15449,,0.375,,1.0821647644042969,,
20,15499,,0.34375,,1.1218163967132568,,
20,15518,,,,,0.5048231482505798,1.0577207803726196
20,15518,0.4994922876358032,,1.0598335266113281,,,
21,15549,,0.5625,,1.0011731386184692,,
21,15599,,0.6875,,0.8719770908355713,,
21,15649,,0.46875,,0.9917402267456055,,
21,15699,,0.46875,,1.087624192237854,,
21,15749,,0.59375,,1.0039215087890625,,
21,15799,,0.53125,,0.9781863689422607,,
21,15849,,0.53125,,1.2282564640045166,,
21,15899,,0.5625,,1.0595941543579102,,
21,15949,,0.46875,,1.0806998014450073,,
21,15999,,0.34375,,1.1740481853485107,,
21,16049,,0.46875,,1.0167136192321777,,
21,16099,,0.46875,,1.2667114734649658,,
21,16149,,0.65625,,0.8577195405960083,,
21,16199,,0.4375,,1.143696904182434,,
21,16249,,0.34375,,1.2938179969787598,,
21,16257,,,,,0.5004230737686157,1.0606684684753418
21,16257,0.5024961829185486,,1.058965802192688,,,
22,16299,,0.375,,1.181873083114624,,
22,16349,,0.5625,,1.0289307832717896,,
22,16399,,0.40625,,1.2651456594467163,,
22,16449,,0.5625,,0.9294358491897583,,
22,16499,,0.5,,1.0727128982543945,,
22,16549,,0.5,,1.068697214126587,,
22,16599,,0.5,,1.0094741582870483,,
22,16649,,0.46875,,1.0928112268447876,,
22,16699,,0.6875,,0.923462986946106,,
22,16749,,0.4375,,1.091795563697815,,
22,16799,,0.5,,1.072474479675293,,
22,16849,,0.5,,1.038049578666687,,
22,16899,,0.5,,1.0157641172409058,,
22,16949,,0.4375,,0.9922231435775757,,
22,16996,,,,,0.511084794998169,1.0523818731307983
22,16996,0.50334233045578,,1.0564583539962769,,,
23,16999,,0.53125,,1.0924522876739502,,
23,17049,,0.375,,1.145363211631775,,
23,17099,,0.5,,0.9128998517990112,,
23,17149,,0.5,,0.9949671030044556,,
23,17199,,0.40625,,1.0443801879882812,,
23,17249,,0.53125,,1.0187796354293823,,
23,17299,,0.4375,,1.072014331817627,,
23,17349,,0.53125,,1.0839276313781738,,
23,17399,,0.59375,,0.9037812352180481,,
23,17449,,0.5,,1.134581208229065,,
23,17499,,0.5625,,1.0093331336975098,,
23,17549,,0.4375,,1.2175612449645996,,
23,17599,,0.34375,,1.2533938884735107,,
23,17649,,0.59375,,0.9137516617774963,,
23,17699,,0.75,,0.8303272724151611,,
23,17735,,,,,0.5136232972145081,1.0550512075424194
23,17735,0.5043577551841736,,1.0547056198120117,,,
24,17749,,0.4375,,1.0139760971069336,,
24,17799,,0.5,,1.03218674659729,,
24,17849,,0.53125,,1.0345425605773926,,
24,17899,,0.375,,1.0426815748214722,,
24,17949,,0.5,,1.126274824142456,,
24,17999,,0.375,,1.068488359451294,,
24,18049,,0.40625,,1.2141128778457642,,
24,18099,,0.28125,,1.1622191667556763,,
24,18149,,0.59375,,1.0145493745803833,,
24,18199,,0.40625,,1.1167534589767456,,
24,18249,,0.5,,0.899409294128418,,
24,18299,,0.5,,0.9879946708679199,,
24,18349,,0.625,,1.0697730779647827,,
24,18399,,0.625,,0.929401695728302,,
24,18449,,0.53125,,1.0699418783187866,,
24,18474,,,,,0.5066847205162048,1.0595051050186157
24,18474,0.5024538636207581,,1.0560399293899536,,,
25,18499,,0.5,,1.1331987380981445,,
25,18549,,0.46875,,1.0843968391418457,,
25,18599,,0.625,,1.1567972898483276,,
25,18649,,0.3125,,1.326988935470581,,
25,18699,,0.46875,,1.1146810054779053,,
25,18749,,0.46875,,0.9802340865135193,,
25,18799,,0.53125,,1.0262575149536133,,
25,18849,,0.59375,,0.9125705361366272,,
25,18899,,0.3125,,1.252315878868103,,
25,18949,,0.34375,,1.175388216972351,,
25,18999,,0.5,,1.009669542312622,,
25,19049,,0.4375,,1.1054041385650635,,
25,19099,,0.59375,,0.9581332206726074,,
25,19149,,0.5,,1.1446506977081299,,
25,19199,,0.53125,,0.9520283937454224,,
25,19213,,,,,0.5065155029296875,1.0547666549682617
25,19213,0.5033846497535706,,1.0539448261260986,,,
26,19249,,0.59375,,1.017447590827942,,
26,19299,,0.46875,,1.1951106786727905,,
26,19349,,0.53125,,1.047072410583496,,
26,19399,,0.53125,,1.0048235654830933,,
26,19449,,0.46875,,1.059380292892456,,
26,19499,,0.46875,,1.0283691883087158,,
26,19549,,0.625,,0.9313414096832275,,
26,19599,,0.40625,,1.139309287071228,,
26,19649,,0.5625,,1.0147713422775269,,
26,19699,,0.5,,1.0715631246566772,,
26,19749,,0.46875,,1.0181182622909546,,
26,19799,,0.46875,,1.1210452318191528,,
26,19849,,0.59375,,0.935915470123291,,
26,19899,,0.375,,1.12848699092865,,
26,19949,,0.59375,,0.9675856232643127,,
26,19952,,,,,0.5068539381027222,1.052127480506897
26,19952,0.5058385729789734,,1.0546238422393799,,,
27,19999,,0.40625,,0.9790836572647095,,
27,20049,,0.28125,,1.1588972806930542,,
27,20099,,0.59375,,0.9432781934738159,,
27,20149,,0.375,,1.1454100608825684,,
27,20199,,0.5625,,1.135679006576538,,
27,20249,,0.5,,1.0129040479660034,,
27,20299,,0.5625,,1.0037708282470703,,
27,20349,,0.4375,,1.0079864263534546,,
27,20399,,0.65625,,0.9100050330162048,,
27,20449,,0.46875,,1.0981800556182861,,
27,20499,,0.5625,,0.9133579730987549,,
27,20549,,0.4375,,1.2734694480895996,,
27,20599,,0.53125,,1.0153687000274658,,
27,20649,,0.59375,,0.9933114051818848,,
27,20691,,,,,0.5002538561820984,1.0610594749450684
27,20691,0.5096886157989502,,1.0523600578308105,,,
28,20699,,0.5,,0.9824703931808472,,
28,20749,,0.53125,,0.9845437407493591,,
28,20799,,0.5625,,0.9199220538139343,,
28,20849,,0.53125,,1.0232133865356445,,
28,20899,,0.5625,,1.0544674396514893,,
28,20949,,0.40625,,1.0413897037506104,,
28,20999,,0.34375,,1.2980421781539917,,
28,21049,,0.5,,1.0155202150344849,,
28,21099,,0.59375,,0.9625827074050903,,
28,21149,,0.53125,,1.1811941862106323,,
28,21199,,0.375,,1.2274142503738403,,
28,21249,,0.34375,,1.13740873336792,,
28,21299,,0.3125,,1.0898497104644775,,
28,21349,,0.4375,,1.1179782152175903,,
28,21399,,0.46875,,1.1698671579360962,,
28,21430,,,,,0.5112540125846863,1.052630066871643
28,21430,0.5077424049377441,,1.0521056652069092,,,
29,21449,,0.6875,,0.878092885017395,,
29,21499,,0.53125,,1.0034130811691284,,
29,21549,,0.5,,1.1287223100662231,,
29,21599,,0.53125,,0.9778345823287964,,
29,21649,,0.59375,,0.977051317691803,,
29,21699,,0.53125,,0.9787014722824097,,
29,21749,,0.53125,,1.0587526559829712,,
29,21799,,0.625,,1.0313199758529663,,
29,21849,,0.46875,,1.0929619073867798,,
29,21899,,0.5625,,0.9936854243278503,,
29,21949,,0.5625,,1.0772387981414795,,
29,21999,,0.53125,,0.964119017124176,,
29,22049,,0.5625,,1.0662269592285156,,
29,22099,,0.4375,,1.0389612913131714,,
29,22149,,0.40625,,1.091386318206787,,
29,22169,,,,,0.5071924328804016,1.0613183975219727
29,22169,0.5057962536811829,,1.0487931966781616,,,
30,22199,,0.4375,,0.9943075180053711,,
30,22249,,0.59375,,0.9744492173194885,,
30,22299,,0.5,,1.090602159500122,,
30,22349,,0.4375,,1.1433143615722656,,
30,22399,,0.46875,,1.135011076927185,,
30,22449,,0.5625,,0.922792911529541,,
30,22499,,0.5,,1.1543312072753906,,
30,22549,,0.46875,,1.0167433023452759,,
30,22599,,0.46875,,0.9978665709495544,,
30,22649,,0.53125,,0.9189834594726562,,
30,22699,,0.59375,,1.041139841079712,,
30,22749,,0.59375,,0.9327644109725952,,
30,22799,,0.4375,,1.031811237335205,,
30,22849,,0.3125,,1.1739789247512817,,
30,22899,,0.5625,,0.9774004817008972,,
30,22908,,,,,0.5146386623382568,1.0512055158615112
30,22908,0.5055423974990845,,1.048313856124878,,,
31,22949,,0.3125,,1.1528829336166382,,
31,22999,,0.53125,,1.0921190977096558,,
31,23049,,0.4375,,1.1261026859283447,,
31,23099,,0.53125,,1.195465087890625,,
31,23149,,0.5625,,1.0062810182571411,,
31,23199,,0.5,,1.174127459526062,,
31,23249,,0.59375,,0.9852679967880249,,
31,23299,,0.59375,,0.9207380414009094,,
31,23349,,0.625,,0.8984076380729675,,
31,23399,,0.53125,,1.2072890996932983,,
31,23449,,0.40625,,0.9745758771896362,,
31,23499,,0.5625,,0.9539565443992615,,
31,23549,,0.4375,,1.1064811944961548,,
31,23599,,0.65625,,0.8966853022575378,,
31,23647,,,,,0.5161617994308472,1.0514284372329712
31,23647,0.5090116858482361,,1.0487350225448608,,,
32,23649,,0.53125,,0.866212785243988,,
32,23699,,0.46875,,1.0426808595657349,,
32,23749,,0.5,,0.9710582494735718,,
32,23799,,0.4375,,1.0787255764007568,,
32,23849,,0.59375,,1.0186837911605835,,
32,23899,,0.4375,,1.1150912046432495,,
32,23949,,0.5,,0.9938361644744873,,
32,23999,,0.5,,1.0045708417892456,,
32,24049,,0.5,,1.0336024761199951,,
32,24099,,0.40625,,1.1967642307281494,,
32,24149,,0.5625,,1.0593888759613037,,
32,24199,,0.4375,,1.3357033729553223,,
32,24249,,0.5625,,1.035934567451477,,
32,24299,,0.5,,1.0248955488204956,,
32,24349,,0.46875,,1.1186295747756958,,
32,24386,,,,,0.5117617249488831,1.0522406101226807
32,24386,0.5062193274497986,,1.048095703125,,,
33,24399,,0.5,,1.0934611558914185,,
33,24449,,0.5,,1.135558009147644,,
33,24499,,0.40625,,1.2119395732879639,,
33,24549,,0.40625,,1.0650265216827393,,
33,24599,,0.40625,,1.002044439315796,,
33,24649,,0.59375,,0.927009105682373,,
33,24699,,0.3125,,1.237654209136963,,
33,24749,,0.5625,,0.8613900542259216,,
33,24799,,0.25,,1.2842998504638672,,
33,24849,,0.65625,,0.9659753441810608,,
33,24899,,0.5,,1.085799217224121,,
33,24949,,0.71875,,0.9652129411697388,,
33,24999,,0.625,,0.9220568537712097,,
33,25049,,0.59375,,0.9558897614479065,,
33,25099,,0.5625,,1.0126457214355469,,
33,25125,,,,,0.5053308606147766,1.0547977685928345
33,25125,0.5068539381027222,,1.0461652278900146,,,
34,25149,,0.375,,1.1860008239746094,,
34,25199,,0.53125,,0.9203659296035767,,
34,25249,,0.46875,,1.195378065109253,,
34,25299,,0.46875,,1.1656116247177124,,
34,25349,,0.4375,,1.2591911554336548,,
34,25399,,0.4375,,1.1101248264312744,,
34,25449,,0.4375,,1.2450141906738281,,
34,25499,,0.4375,,1.1271162033081055,,
34,25549,,0.5625,,1.0389505624771118,,
34,25599,,0.375,,1.1396101713180542,,
34,25649,,0.53125,,1.0120115280151367,,
34,25699,,0.46875,,1.0956964492797852,,
34,25749,,0.6875,,1.0309396982192993,,
34,25799,,0.59375,,0.8971368074417114,,
34,25849,,0.5,,1.0428216457366943,,
34,25864,,,,,0.5173464417457581,1.0504705905914307
34,25864,0.5070231556892395,,1.0450739860534668,,,
35,25899,,0.46875,,1.1681545972824097,,
35,25949,,0.5,,1.1020472049713135,,
35,25999,,0.5625,,0.9766811728477478,,
35,26049,,0.5,,0.9342642426490784,,
35,26099,,0.4375,,1.1952229738235474,,
35,26149,,0.53125,,1.0057886838912964,,
35,26199,,0.46875,,1.095251202583313,,
35,26249,,0.5625,,0.9911872148513794,,
35,26299,,0.65625,,0.9047417044639587,,
35,26349,,0.53125,,1.0533360242843628,,
35,26399,,0.53125,,0.9991465210914612,,
35,26449,,0.65625,,0.9623224139213562,,
35,26499,,0.5625,,1.021092176437378,,
35,26549,,0.46875,,1.0031193494796753,,
35,26599,,0.65625,,1.0498523712158203,,
35,26603,,,,,0.5175156593322754,1.0522196292877197
35,26603,0.509223222732544,,1.0464216470718384,,,
