epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
36,26649,,0.71875,,0.8452218174934387,,
36,26699,,0.5,,0.9956861138343811,,
36,26749,,0.5,,1.005577564239502,,
36,26799,,0.625,,0.9301955699920654,,
36,26849,,0.625,,0.8060053586959839,,
36,26899,,0.5,,1.0762841701507568,,
36,26949,,0.5625,,1.072799801826477,,
36,26999,,0.5,,1.1122888326644897,,
36,27049,,0.46875,,1.1615571975708008,,
36,27099,,0.4375,,1.0039863586425781,,
36,27149,,0.65625,,1.0280956029891968,,
36,27199,,0.4375,,1.1314277648925781,,
36,27249,,0.40625,,1.147161841392517,,
36,27299,,0.53125,,0.9647272825241089,,
36,27342,,,,,0.518531084060669,1.0513275861740112
36,27342,0.512565553188324,,1.0429887771606445,,,
37,27349,,0.4375,,1.025048017501831,,
37,27399,,0.5625,,1.080107569694519,,
37,27449,,0.53125,,1.012191653251648,,
37,27499,,0.53125,,1.1068557500839233,,
37,27549,,0.625,,0.9723254442214966,,
37,27599,,0.3125,,1.2903938293457031,,
37,27649,,0.4375,,1.1188651323318481,,
37,27699,,0.5,,1.0023994445800781,,
37,27749,,0.53125,,1.109623908996582,,
37,27799,,0.34375,,1.136764645576477,,
37,27849,,0.5625,,0.9428867101669312,,
37,27899,,0.5625,,0.9158946871757507,,
37,27949,,0.53125,,1.0366268157958984,,
37,27999,,0.53125,,1.0277683734893799,,
37,28049,,0.5625,,1.0673141479492188,,
37,28081,,,,,0.5207310914993286,1.0480290651321411
37,28081,0.5116347670555115,,1.0433813333511353,,,
38,28099,,0.625,,1.0721051692962646,,
38,28149,,0.46875,,0.9293960332870483,,
38,28199,,0.53125,,1.0695903301239014,,
38,28249,,0.625,,0.9767817258834839,,
38,28299,,0.34375,,1.119552731513977,,
38,28349,,0.375,,1.1206856966018677,,
38,28399,,0.40625,,1.2742664813995361,,
38,28449,,0.6875,,0.8067775964736938,,
38,28499,,0.40625,,1.0924218893051147,,
38,28549,,0.5625,,0.9599608778953552,,
38,28599,,0.4375,,1.0261768102645874,,
38,28649,,0.5625,,1.0077260732650757,,
38,28699,,0.5,,1.0544095039367676,,
38,28749,,0.34375,,1.1929655075073242,,
38,28799,,0.6875,,0.8638595938682556,,
38,28820,,,,,0.5136232972145081,1.0482676029205322
38,28820,0.5110001564025879,,1.0441820621490479,,,
39,28849,,0.59375,,0.9215454459190369,,
39,28899,,0.5,,1.0137125253677368,,
39,28949,,0.65625,,0.9101527333259583,,
39,28999,,0.46875,,1.0435597896575928,,
39,29049,,0.46875,,1.0394550561904907,,
39,29099,,0.59375,,0.9509721994400024,,
39,29149,,0.59375,,0.9710975289344788,,
39,29199,,0.53125,,0.9322189092636108,,
39,29249,,0.46875,,1.0646703243255615,,
39,29299,,0.46875,,1.0612435340881348,,
39,29349,,0.59375,,1.000422716140747,,
39,29399,,0.5625,,1.156762719154358,,
39,29449,,0.5,,0.9545074105262756,,
39,29499,,0.65625,,1.0402330160140991,,
39,29549,,0.4375,,1.1154369115829468,,
39,29559,,,,,0.5124386548995972,1.0527266263961792
39,29559,0.5109578371047974,,1.0406864881515503,,,
40,29599,,0.625,,0.9926667213439941,,
40,29649,,0.40625,,1.3530941009521484,,
40,29699,,0.53125,,1.0452706813812256,,
40,29749,,0.40625,,1.180641770362854,,
40,29799,,0.5,,1.0909779071807861,,
40,29849,,0.40625,,0.9281725883483887,,
40,29899,,0.59375,,0.9764191508293152,,
40,29949,,0.59375,,0.9445579051971436,,
40,29999,,0.53125,,1.0991123914718628,,
40,30049,,0.53125,,1.0885881185531616,,
40,30099,,0.59375,,1.0252344608306885,,
40,30149,,0.59375,,0.9781219363212585,,
40,30199,,0.5625,,0.9305090308189392,,
40,30249,,0.59375,,0.9456204771995544,,
40,30298,,,,,0.514807939529419,1.04988694190979
40,30298,0.5109578371047974,,1.0426193475723267,,,
41,30299,,0.4375,,1.1459026336669922,,
41,30349,,0.5,,1.1316405534744263,,
41,30399,,0.5,,1.0279980897903442,,
41,30449,,0.625,,0.9083471298217773,,
41,30499,,0.59375,,1.0030401945114136,,
41,30549,,0.625,,0.9489384889602661,,
41,30599,,0.5,,0.9407904744148254,,
41,30649,,0.46875,,1.1655586957931519,,
41,30699,,0.5,,1.0117374658584595,,
41,30749,,0.4375,,1.054354190826416,,
41,30799,,0.59375,,1.075990080833435,,
41,30849,,0.375,,1.0956910848617554,,
41,30899,,0.46875,,1.32622230052948,,
41,30949,,0.53125,,1.0056723356246948,,
41,30999,,0.40625,,1.308607816696167,,
41,31037,,,,,0.5143002271652222,1.0555435419082642
41,31037,0.5109578371047974,,1.0425668954849243,,,
42,31049,,0.46875,,1.086247444152832,,
42,31099,,0.53125,,1.1310138702392578,,
42,31149,,0.5,,1.0234495401382446,,
42,31199,,0.40625,,1.0440175533294678,,
42,31249,,0.5,,1.0271053314208984,,
42,31299,,0.4375,,1.0736135244369507,,
42,31349,,0.34375,,1.2053370475769043,,
42,31399,,0.5,,0.9443658590316772,,
42,31449,,0.53125,,1.1000310182571411,,
42,31499,,0.46875,,1.0401066541671753,,
42,31549,,0.4375,,1.0804109573364258,,
42,31599,,0.5625,,1.0867340564727783,,
42,31649,,0.625,,0.8015252947807312,,
42,31699,,0.5625,,0.9946206212043762,,
42,31749,,0.40625,,1.1810307502746582,,
42,31776,,,,,0.515315592288971,1.0502374172210693
42,31776,0.5133694410324097,,1.0435298681259155,,,
